AP_RNTLS,INS_ANCIL_RNTLS,EARNED_PTS,D_RNTLS,NUM_1D_RNTLS,NUM_2D_RNTLS,NUM_3D_RNTLS,NUM_4D_RNTLS,NUM_5D_RNTLS,NUM_GT5D_RNTLS,REVENUE,Religious.Contributor,Religious.Magazine,RevenuePerDay,STATE.ABBREVIATION,Special.Foods.Buyer,Sports.Magazine.Male,Upscale.Merch.Buyer,NUM_RENTALS,News.and.finance,Num_Adults.in.LU,NumberOfDays,OAP_RNTLS,OCCUPATION.GROUP.V2,Opportunity.seeker,Political.Contributor,HTZ_ZIP,Health.Contributor,ID_RNTLS,LENGTH.OF.RESIDENCE,MAIL.RESPONDER,MARITAL.STATUS,Male.Merch.Buyer,CHILDREN..AGE.0.18.VERSION.3,COMBINED.AGE,CURRENT_TIER,Crafts.Hobby.Buyer,Culinary.Magazine,D.I.Yers,DWELLING.TYPE,DWELLING.UNIT.SIZE,EDUCATION.MODEL,EMAIL_OPTIN,EST.HOUSEHOLD.INCOME.V5,Family.Magazine,Female.Merch.buyer,Female.Orient.Magazine,GENDER,GPR_ENROLL_DATE,Gardening.Buyer,Gardening.Magazinr,General.Contributor,General.Merch.buyer,Gifts.and.Gadgets.Buyer,HTZ_CITY,HTZ_CUSTID,HTZ_STATE,NONINS_ANCIL_RNTLS,fitness.magazine,clu#
9,1,2085,10,1,2,1,1,0,9,3124.21,1,1,0.4172289,MN,1,2,0,10,1,1,7488,1,3,1,1,55391212104,1,0,32,M,S,1,5N,69,FG,1,1,1,S,A,4,Y,G,2,1,1,M,08-01-97,1,1,1,1,1,WAYZATA,204397911,MN,0,3,3
4,2,1229,4,0,1,0,0,0,4,2779.56,1,1,0.541718963,WI,1,1,0,4,1,4,5131,0,3,1,1,53092584753,1,0,17,Y,M,1,5N,72,RG,1,1,1,S,A,4,N,D,1,1,1,M,23-06-03,1,1,1,1,2,MEQUON,204397933,WI,0,1,3
5,0,1743,0,0,2,0,0,1,5,1587,1,1,0.484136669,TX,1,1,0,5,1,1,3278,0,8,1,1,78250602926,1,5,11,Y,M,1,5Y,37,RG,1,1,1,S,A,3,Y,G,1,1,1,M,19-07-08,1,1,1,1,1,SAN ANTONIO,204397944,TX,0,1,3
29,0,4027,25,15,5,4,4,0,19,3690.79,1,1,0.421852783,VA,1,1,0,34,1,3,8749,5,1,1,1,22124,1,9,3,U,M,1,5N,63,PC,1,1,1,S,A,4,Y,D,1,1,1,M,27-07-93,1,1,1,1,1,OAKTON,204397951,VA,0,1,4
2,0,0,2,0,1,0,0,0,2,156.97,1,1,0.08070437,OH,1,1,0,2,1,2,1945,0,3,2,1,45240,1,0,38,M,M,1,5N,68,RG,1,1,1,S,A,2,N,G,1,1,1,M,13-03-12,1,1,1,1,1,CINCINNATI,204397953,OH,0,1,2
4,0,0,3,0,1,2,0,0,4,621.17,1,1,0.211066938,AL,1,1,0,4,1,2,2943,0,8,1,1,35811,1,1,4,M,M,1,1Y,38,RG,1,1,2,S,A,3,Y,G,1,2,1,F,19-06-09,1,1,1,1,1,HUNTSVILLE,204397954,AL,0,2,2
11,0,2373,4,6,3,2,2,0,8,1965.48,1,1,0.735859229,NJ,1,1,0,14,3,3,2671,3,4,1,1,7005,1,10,11,M,M,1,1Y,20,RG,1,1,1,S,A,3,N,B,2,1,1,M,18-03-10,1,1,1,2,2,BOOTON,204397973,NJ,0,1,3
2,0,0,1,0,1,1,1,0,4,363.93,1,1,0.055689365,MN,1,1,0,4,1,2,6535,2,8,1,1,55420295016,1,3,14,M,M,1,5U,37,RG,1,1,1,S,A,5,Y,F,1,1,1,M,19-08-99,1,1,1,1,1,BLOOMINGTON,204397979,MN,0,3,2
7,1,275,0,6,1,0,0,0,1,553.11,1,1,0.182424142,PA,1,3,0,7,1,5,3032,0,3,1,1,19335454411,2,7,21,M,M,1,1Y,52,RG,1,1,1,S,A,2,Y,H,1,1,1,M,22-03-09,1,1,1,2,1,DOWNINGTOWN,204397986,PA,0,5,1
3,0,195,3,2,0,0,0,0,1,303.3,1,1,0.047831572,CA,1,1,0,3,3,2,6341,0,1,2,2,92129310088,3,0,12,M,M,1,5U,54,RG,1,1,1,S,A,3,Y,K,1,1,1,M,29-02-00,1,1,1,2,1,SAN DIEGO,204397987,CA,0,1,1
14,3,1964,2,1,4,4,4,0,17,3677.798,1,1,2.068502812,TX,1,1,0,18,1,1,1778,0,1,1,1,78731,1,16,2,Y,S,1,5N,55,RG,1,1,1,S,A,3,Y,H,1,1,1,M,27-08-12,1,1,1,1,2,AUSTIN,204397999,TX,0,1,3
81,0,12215,17,11,32,24,19,1,76,7842.05,1,1,1.310284043,VA,1,1,0,87,1,1,5985,6,3,1,1,22314592728,1,70,9,U,U,1,5N,63,PC,1,1,1,A,F,2,Y,K,1,1,1,F,19-02-01,1,1,1,1,1,ALEXANDRIA,204398013,VA,0,1,4
30,1,0,2,25,7,0,0,0,8,1686.33,1,1,0.546268222,IL,1,1,0,33,2,3,3087,2,3,1,2,60302132810,3,31,9,M,U,1,1Y,67,FG,1,1,2,S,A,4,N,E,2,1,2,F,26-01-09,3,1,2,1,1,OAK PARK,204398017,IL,0,3,2
1,1,0,1,0,0,1,0,0,1,173.45,1,1,0.068966203,WA,1,1,0,1,1,1,2515,0,9,1,1,98121,1,0,0,U,U,1,5N,65,RG,1,1,1,A,I,2,Y,E,1,1,1,F,21-08-10,1,1,1,1,1,SEATTLE,204398023,WA,0,1,2
17,0,2082,12,9,8,3,0,0,11,1754.01,1,1,0.844492056,IL,1,1,0,20,1,2,2077,0,3,1,1,61073,1,8,6,U,M,1,1Y,37,FG,1,1,1,S,A,3,Y,F,1,1,1,M,02-11-11,1,1,1,1,1,ROSCOE,204398030,IL,0,1,3
11,0,2176,1,0,0,4,3,4,11,1770,1,1,0.813419118,SC,1,1,0,11,3,2,2176,0,1,1,1,29681,1,10,18,M,M,1,5Y,51,RG,1,1,1,S,A,2,Y,H,2,1,1,M,26-07-11,1,1,1,2,2,SIMPSONVILLE,204398035,SC,0,3,3
0,0,338,1,0,0,0,0,0,1,339.39,1,1,0.203837838,NY,1,1,0,1,1,1,1665,1,6,1,1,10591264752,1,0,4,U,S,1,5Y,32,RG,1,1,1,A,C,5,Y,D,1,1,1,M,18-12-12,1,1,1,1,1,SLEEPY HOLLOW,204398050,NY,0,1,1
1,0,275,0,0,0,0,0,0,1,95.9,1,1,0.044480519,GA,2,1,0,1,4,2,2156,0,6,2,1,30135562254,1,1,8,M,M,1,5Y,44,RG,1,1,1,S,A,2,Y,E,3,1,1,M,15-08-11,1,1,1,4,1,DOUGLASVILLE,204398056,GA,0,4,1
5,0,0,5,0,1,2,0,0,5,1031.64,1,1,0.11150454,PA,1,2,2,5,4,3,9252,0,9,1,2,19010,3,0,11,M,M,1,5N,79,RG,3,1,1,S,A,1,Y,H,3,6,1,M,11-03-92,1,1,1,3,2,BRYN MAWR,204398079,PA,0,2,2
29,1,0,3,21,5,2,2,1,10,2923.2153,1,1,0.50166729,CA,1,1,0,31,1,2,5827,0,1,1,1,94025,1,28,4,U,M,1,5Y,43,FG,1,1,1,S,A,3,N,L,1,1,1,F,27-07-01,1,1,1,1,1,MENLO PARK,204398093,CA,0,1,2
1,0,158,1,0,0,0,1,0,1,145,1,1,0.069812229,PA,1,1,0,1,1,2,2077,0,3,1,1,19428,1,0,1,U,U,1,5N,32,RG,1,1,1,S,A,4,N,D,1,1,1,F,02-11-11,1,1,1,1,1,CONSHOHOCKEN,204398100,PA,0,1,1
0,0,0,1,1,0,0,0,0,0,51,1,1,0.004952899,CA,1,2,0,1,7,2,10297,1,9,3,1,94582,1,0,7,M,M,2,5N,69,PC,3,1,2,A,B,4,N,G,5,2,1,M,01-05-89,1,1,1,1,1,SAN RAMON,204398103,CA,0,6,2
15,0,2622,20,2,5,5,6,1,18,3012.823,1,1,0.374263727,CA,1,2,0,20,2,4,8050,2,3,2,1,90077291771,1,0,13,M,M,1,5U,31,FG,1,1,2,S,A,3,N,G,3,1,2,F,26-06-95,1,1,1,1,1,LOS ANGELES,204398104,CA,0,4,3
2,0,892,0,0,0,1,0,0,2,343,1,1,0.078814338,OH,1,2,0,2,2,3,4352,0,1,2,1,45344290750,1,2,36,M,M,2,1Y,63,RG,2,1,1,S,A,2,Y,E,2,4,2,M,10-08-05,1,1,1,2,1,NEW CARLISLE,204398119,OH,0,4,1
6,0,2022,5,1,1,0,1,0,5,1369.72,1,1,0.776485261,NC,1,1,0,6,1,3,1764,0,3,1,1,28306,1,1,17,M,M,1,5N,57,RG,1,1,1,S,A,2,Y,H,1,1,1,M,10-09-12,1,1,1,1,1,FAYETTEVILLE,204398126,NC,0,2,3
2,0,0,1,0,0,0,0,0,2,554.8,1,1,0.066451072,KY,1,1,0,2,1,3,8349,0,1,1,2,40223134300,1,1,23,M,M,1,5N,63,RG,1,1,1,S,A,3,,F,2,1,1,M,31-08-94,1,1,1,1,1,ANCHORAGE,204398131,KY,0,2,2
5,0,1262,5,1,3,1,0,0,4,988.05,1,1,0.535528455,TX,1,1,0,5,3,7,1845,0,9,1,1,75219,2,0,19,M,U,1,5N,73,RG,1,1,1,S,A,3,Y,B,3,1,1,M,21-06-12,1,1,1,4,1,DALLAS,204398139,TX,0,4,3
25,0,6584,1,0,1,0,17,1,25,6109.01,1,1,1.35846342,CA,1,1,0,25,1,2,4497,0,2,1,1,93433131612,1,24,8,U,M,1,5U,44,PC,1,1,1,S,A,2,Y,F,1,1,1,M,18-03-05,1,1,1,1,1,GROVER BEACH,204398140,CA,0,1,4
22,15,1796,22,11,7,2,0,0,11,2094.26,1,1,0.669948816,WA,1,2,0,22,1,3,3126,0,1,1,1,98199184436,3,0,22,M,M,1,5N,55,RG,3,1,2,S,A,4,Y,B,3,3,2,M,18-12-08,1,1,1,2,2,SEATTLE,204398141,WA,0,5,3
7,1,275,6,1,2,1,0,0,7,1997.48,1,1,0.839630097,TX,1,1,0,8,1,3,2379,0,2,1,1,77406,1,2,2,U,M,1,5Y,37,RG,1,1,1,S,A,3,N,L,1,1,1,M,04-01-11,1,1,1,1,1,TEXAS,204398144,TX,0,1,1
7,1,4045,20,4,2,7,5,0,16,3848.25,1,1,0.80138484,CA,1,1,0,20,1,3,4802,13,1,1,1,91361558148,1,0,18,Y,M,1,5N,56,RG,1,1,1,S,A,4,N,A,1,1,1,M,17-05-04,1,1,1,1,1,WESTLAKE VILLAGE,204398156,CA,0,2,4
5,0,567,3,2,1,1,1,0,3,722.65,1,1,0.148144731,CT,1,1,0,5,3,4,4878,0,1,1,1,6878190511,1,2,24,M,M,1,5N,63,RG,1,2,1,S,A,4,N,L,2,1,1,F,02-03-04,1,2,1,2,2,RIVERSIDE,204398164,CT,0,1,1
2,0,275,0,1,0,0,1,0,1,428.65,1,1,0.842141454,CA,1,1,0,2,1,1,509,0,1,1,1,91601,1,2,1,U,S,1,5N,45,RG,1,1,1,A,I,3,N,E,1,1,1,M,17-02-16,1,1,1,1,1,NORTH HOLLYWOOD,204398169,IL,0,1,1
0,0,0,1,0,0,0,0,0,1,130.6,1,1,0.171391076,AL,1,1,0,1,1,3,762,1,6,1,1,36560,1,0,22,M,M,1,1Y,30,RG,1,1,1,P,A,1,Y,D,1,1,1,M,09-06-15,1,1,1,1,1,MOUNT VERNON,204398174,AL,0,1,2
2,0,275,4,0,1,2,0,0,4,1437.06,1,1,0.295387461,SD,1,1,0,4,2,3,4865,2,6,1,1,57702470060,1,0,22,M,U,1,1Y,55,RG,1,1,1,S,A,1,Y,K,1,1,1,M,15-03-04,1,1,1,1,1,RAPID CITY,204398175,SD,0,1,1
11,0,1407,12,2,1,3,0,0,10,1700.6,1,1,0.599647391,NY,1,1,0,12,1,2,2836,0,1,1,1,14586,1,0,4,U,M,1,5Y,39,RG,1,1,1,S,A,3,Y,F,1,1,1,M,04-10-09,1,1,1,1,1,WEST HENRIETTA,204398183,NY,0,1,3
1,0,0,1,1,0,0,0,0,0,44,1,1,0.007959479,NJ,1,1,0,1,1,3,5528,0,1,1,1,7850141350,1,0,16,U,M,1,1Y,47,RG,1,1,1,S,A,4,Y,F,1,1,1,M,22-05-02,1,1,1,1,1,LANDING,204398187,NJ,0,1,2
5,0,910,0,1,2,1,0,0,4,616.17,1,1,0.11797243,TX,1,1,0,5,1,3,5223,0,2,1,1,78070,1,5,4,U,U,1,5Y,37,FG,1,1,1,S,A,3,Y,J,1,1,1,M,23-03-03,1,1,1,1,1,SPRING BRANCH,204398196,TX,0,1,1
5,0,241,1,0,2,2,1,0,5,574.13,1,1,0.05584379,GA,1,1,0,5,2,4,10281,0,1,1,2,30067,1,4,14,M,M,1,5U,38,RG,1,1,1,S,A,4,Y,G,2,1,1,M,17-05-89,1,1,1,1,1,MARIETTA,204398201,GA,0,3,1
2,0,0,2,2,0,0,0,0,0,108.99,1,1,0.054116187,OH,1,1,0,2,1,5,2014,0,6,1,1,44629,1,0,24,U,U,1,1Y,20,RG,1,1,1,S,A,5,Y,H,1,1,1,M,04-01-12,1,1,1,1,1,GNADENHUTTEN,204398203,OH,0,1,2
0,1,468,1,0,0,1,0,0,1,194.47,1,1,0.046781333,MO,1,1,0,1,1,2,4157,1,6,1,1,64701,1,0,21,Y,U,1,5N,67,RG,1,1,1,S,A,1,N,D,1,1,1,F,21-02-06,1,1,1,2,1,HARRISONVILLE,204398210,MO,0,1,1
8,0,1100,8,0,1,0,1,1,8,1647.37,1,1,0.408675267,IL,1,1,0,8,1,2,4031,0,3,1,1,60637,1,0,3,U,U,1,5Y,31,RG,1,1,1,S,A,4,Y,H,1,1,1,M,27-06-06,1,1,1,1,1,CHICAGO,204398213,IL,0,1,3
1,0,411,3,0,1,0,0,0,3,771.69,1,1,0.128529314,IA,1,1,3,3,3,3,6004,0,1,1,4,52601152505,4,0,38,M,M,3,5N,71,RG,1,1,2,S,A,3,Y,E,3,3,1,M,31-01-01,2,2,2,3,3,BURLINGTON,204398214,IA,0,5,1
8,0,2184,1,7,9,7,2,0,19,2221.5,1,1,0.421217292,WI,1,1,0,26,1,2,5274,18,1,1,1,53098435212,1,25,13,U,M,1,1Y,45,FG,1,1,1,S,A,3,Y,G,1,1,1,M,31-01-03,1,1,1,1,1,WATERTOWN,204398232,WI,0,1,3
20,0,2001,2,9,8,2,0,0,12,2360.55,1,1,0.620218077,IL,1,3,0,21,1,2,3806,1,1,1,1,60517802536,1,19,15,M,M,1,1Y,49,RG,1,1,1,S,A,4,Y,F,1,1,1,M,07-02-07,1,1,1,1,1,WOODRIDGE,204398243,IL,0,5,3
1,0,0,0,1,0,0,0,0,0,133.3,1,1,0.017113879,OH,1,1,0,1,1,6,7789,0,1,1,1,45504123945,1,1,19,Y,M,1,1Y,58,RG,1,1,1,S,A,4,N,F,1,1,1,F,13-03-96,1,1,1,1,1,SPRINGFIELD,204398249,OH,0,1,2
6,0,0,0,0,2,2,1,0,6,704.18,1,1,0.342000971,TX,1,1,0,6,1,4,2059,0,3,1,1,78155,1,6,6,Y,U,1,1Y,42,RG,1,1,1,S,A,1,Y,F,1,1,1,F,20-11-11,1,1,1,1,1,SEGUIN,204398259,TX,0,2,2
5,4,1075,5,1,3,0,0,0,4,727.77,1,1,0.251649378,MD,1,1,0,5,1,1,2892,0,3,1,1,20817,1,0,10,U,S,1,5U,59,RG,1,1,1,S,A,3,Y,L,1,1,1,F,09-08-09,1,1,1,1,1,BETHESDA,204398264,MD,0,1,3
27,1,1902,22,4,5,1,9,0,26,4025.1028,1,1,1.002017127,NC,1,1,0,30,1,1,4017,1,3,1,1,27517,2,8,1,M,S,1,5U,29,FG,1,1,1,S,A,4,N,C,1,1,1,M,11-07-06,1,1,1,1,1,CHAPEL HILL,204398271,NC,0,2,3
9,0,961,8,1,3,2,0,0,8,1294.64,1,1,0.149929357,MA,1,1,0,9,1,4,8635,0,2,1,1,19650016,1,1,33,Y,M,1,1Y,61,RG,1,1,1,P,A,3,N,J,1,1,1,M,18-11-93,1,1,1,1,1,PRIDES CROSSING,204398285,MA,0,1,1
2,0,275,3,0,0,1,0,0,4,1031.03,1,1,0.328982131,VA,1,1,0,4,1,3,3134,0,3,1,1,22405214791,2,1,12,M,M,1,5U,47,RG,1,1,1,S,A,3,N,H,1,2,1,M,10-12-08,1,1,1,1,1,FREDERICKSBURG,204398286,VA,0,2,1
1,0,48,6,0,1,1,1,0,6,869.7136,1,1,0.163726205,KY,1,2,0,6,8,2,5312,0,8,5,1,41042813180,4,0,16,M,M,1,1Y,48,RG,2,1,2,S,A,1,N,A,4,1,2,F,24-12-02,1,1,1,2,2,FLORENCE,204398317,KY,0,7,2
1,0,275,2,2,0,0,0,0,1,325.07,1,1,0.037070362,CA,2,2,0,3,4,1,8769,2,3,1,2,94619,1,1,22,M,M,1,5N,67,RG,1,1,2,S,A,4,N,G,4,1,1,F,07-07-93,1,1,1,2,2,OAKLAND,204398335,CA,0,6,1
1,0,192,1,1,0,0,0,0,1,192.52,1,1,0.090940009,MN,1,1,0,2,1,4,2117,0,1,2,1,55024868443,1,1,9,M,M,1,1Y,57,RG,1,1,1,S,A,3,Y,F,2,1,1,M,23-09-11,1,1,2,1,1,FARMINGTON,204398346,MN,0,1,1
80,0,15314,6,17,24,20,8,0,67,12855.09,1,1,6.545361507,CO,1,1,0,84,1,1,1964,0,6,1,1,80537,1,78,4,U,S,1,5U,49,PC,1,1,1,S,A,1,Y,C,1,1,1,M,23-02-12,1,1,1,1,1,LOVELAND,204398347,CO,0,1,5
1,4,275,4,4,0,0,0,0,0,256.67,1,1,0.072876207,FL,1,1,0,4,1,1,3522,3,9,1,1,347879474,1,0,0,U,M,1,5N,67,RG,1,1,1,S,A,3,Y,E,1,1,1,M,18-11-07,1,1,1,1,1,WINTER GARDEN,204398351,FL,0,1,1
6,0,2190,6,0,0,1,0,0,6,1386.54,1,1,0.543528028,MD,1,1,0,6,1,2,2551,0,9,1,1,21403,1,0,28,M,M,1,5N,78,RG,1,1,1,S,A,2,Y,E,1,1,1,M,16-07-10,1,1,1,2,2,ANNAPOLIS,204398361,MD,0,1,3
13,0,2104,3,3,1,6,1,2,11,1423.45,1,1,0.721099291,NC,1,1,0,14,1,2,1974,1,2,1,1,27539,1,11,2,U,M,1,5Y,32,RG,1,1,1,S,A,4,Y,G,1,1,1,M,13-02-12,1,1,1,1,1,APEX,204398368,NC,0,1,3
1,0,625,0,1,0,0,0,0,0,76.2,1,1,0.025953678,OK,1,1,0,1,1,3,2936,0,5,1,1,74112773108,1,1,22,Y,M,1,5Y,37,RG,1,1,1,S,A,3,Y,F,2,1,1,M,26-06-09,1,1,1,1,1,TULSA,204398377,OK,0,1,1
0,1,0,1,0,0,0,0,0,1,1448.2406,1,1,0.160969279,FL,1,1,0,1,1,2,8997,0,3,1,1,334084338,1,0,41,M,M,1,5N,77,RG,1,1,1,S,A,4,Y,G,1,1,1,M,21-11-92,1,1,1,1,1,NORTH PALM BEACH,204398384,FL,0,4,2
2,0,255,3,1,1,1,0,0,2,342.02,1,1,0.083277331,CA,1,1,0,3,1,4,4107,1,3,1,1,94903199400,1,0,25,M,M,1,5N,61,RG,1,1,1,S,A,4,Y,K,4,2,1,M,12-04-06,1,1,1,1,1,SAN RAFAEL,204398386,CA,0,2,1
1,0,275,0,0,0,1,0,0,1,85.44,1,1,0.045206349,ME,1,1,0,1,1,1,1890,0,8,1,1,4092,1,1,12,Y,U,1,5N,58,RG,1,1,1,S,A,1,Y,A,1,1,1,M,07-05-12,1,1,1,1,1,WESTBROOK,204398390,ME,0,1,1
0,3,490,3,2,0,0,0,1,1,238.93,1,1,0.0505779,CA,1,1,0,3,1,1,4724,3,6,1,1,92883,1,0,0,U,M,1,5Y,55,RG,1,1,1,S,A,2,N,I,1,1,1,M,03-08-04,1,1,1,1,1,CORONA,204398394,CA,0,1,1
0,0,0,0,0,0,0,0,0,1,672.47,1,1,0.20813061,MD,1,1,0,1,1,4,3231,0,1,1,1,20759963758,1,1,19,U,M,1,5N,66,RG,1,1,1,S,A,4,N,K,1,1,1,M,04-09-08,1,1,1,1,1,FULTON,204398395,MD,0,1,2
29,0,1624,2,16,3,5,5,1,14,3079.56,1,1,1.56006079,CA,1,1,0,30,1,1,1974,0,3,1,1,91108,1,28,16,U,M,1,1Y,51,RG,1,1,1,S,A,4,N,C,1,1,1,F,13-02-12,1,1,1,1,1,SAN MARINO,204398396,AL,0,1,3
8,0,0,3,9,0,0,0,0,0,459.99,1,1,0.083225982,FL,1,1,0,9,1,3,5527,1,3,1,1,32140231611,1,6,27,U,U,1,5N,59,RG,1,1,1,S,A,1,N,F,1,1,1,M,23-05-02,1,1,1,1,1,FLORAHOME,204398399,FL,0,1,2
5,0,0,5,0,0,1,0,0,5,1541.84,1,1,0.310792179,PA,1,1,0,5,1,1,4961,0,2,1,1,15203152453,1,0,23,Y,S,1,5N,57,RG,1,1,1,S,A,3,Y,E,1,1,1,M,10-12-03,1,1,1,1,1,PITTSBURGH,204398412,PA,0,1,2
8,0,1044,5,0,0,1,0,1,9,2189.02,1,1,1.184534632,NJ,1,1,0,9,1,2,1848,1,8,1,1,7753,1,4,28,M,S,1,5N,56,RG,1,1,1,S,A,5,Y,E,1,1,1,F,18-06-12,1,1,1,1,1,TINTON FALLS,204398420,NJ,0,1,3
0,0,0,1,0,0,0,0,0,1,605.44,1,1,0.334867257,AZ,1,1,0,1,1,2,1808,0,4,1,1,85614,1,0,11,Y,M,1,5N,51,RG,1,1,1,S,A,2,Y,F,1,1,1,M,28-07-12,1,1,1,1,1,GREEN VALLEY,204398432,AZ,0,1,2
2,0,275,2,0,0,0,0,0,2,1055.49,2,1,0.150226302,WA,4,1,0,2,1,1,7026,0,6,2,1,98027423925,4,0,20,M,U,1,5N,64,RG,1,1,1,A,G,5,N,E,3,2,2,M,15-04-98,1,2,1,1,2,ISSAQUAH,204398436,WA,0,1,1
1,0,0,4,1,3,0,0,0,3,438.37,1,1,0.054611935,RI,1,1,0,4,1,2,8027,1,1,1,1,2806127306,1,0,8,U,M,1,5Y,52,RG,1,1,1,S,A,4,N,H,1,1,1,M,19-07-95,1,1,1,1,1,BARRINGTON,204398441,RI,0,1,2
9,1,2152,11,4,0,2,0,0,8,2354.24,1,1,0.418382797,NC,1,1,0,12,1,3,5627,3,1,1,2,28215977309,2,1,26,M,M,1,5U,54,RG,1,1,1,S,A,2,Y,E,3,1,1,M,12-02-02,1,1,1,1,1,CHARLOTTE,204398445,NC,0,1,3
6,0,0,0,1,1,0,2,0,5,1421.74,1,1,0.353402933,FL,1,1,0,6,1,2,4023,0,6,1,1,33903702570,1,6,15,U,U,1,5N,56,RG,1,1,1,A,G,5,N,E,1,1,1,M,05-07-06,1,1,1,1,1,N FT MYERS,204398450,FL,0,1,2
2,0,424,0,0,0,1,0,0,2,491.25,1,1,0.083093708,OH,1,1,0,2,1,5,5912,0,3,1,1,44023464964,1,2,13,M,M,1,5N,54,RG,1,1,1,S,A,4,N,K,1,2,1,M,03-05-01,1,1,1,1,1,CHAGRIN FALLS,204398454,OH,0,1,1
1,1,0,0,0,0,1,0,0,2,492.92,1,1,0.0852213,CA,1,1,0,2,1,3,5784,1,2,1,1,94523281851,1,2,41,Y,U,1,5N,46,RG,1,1,1,S,A,3,N,L,2,1,1,M,08-09-01,1,1,1,1,1,PLEASANT HILL,204398457,CA,0,1,2
1,0,0,0,1,0,0,0,0,0,33.5,1,1,0.010365099,CO,1,1,0,1,1,3,3232,0,5,1,1,80130889665,1,1,17,M,M,1,5N,57,RG,1,1,1,S,A,1,Y,F,2,1,1,M,03-09-08,1,1,1,1,1,HIGHLANDS RANCH,204398468,CO,0,1,2
13,11,5970,8,3,3,3,5,1,17,7585.9024,2,1,4.074061439,CA,1,2,0,20,4,4,1862,5,1,1,2,94123,5,12,30,M,U,1,5N,38,FG,2,1,1,S,A,3,Y,G,1,1,1,F,04-06-12,1,1,1,1,1,SAN FRANCISCO,204398475,CA,0,7,4
22,0,0,22,18,3,1,0,0,4,1954.73,1,1,0.892163396,TX,1,1,0,22,1,2,2191,0,6,1,1,75243,1,0,1,M,U,1,5Y,48,RG,1,1,1,S,A,3,Y,L,1,1,1,M,11-07-11,1,1,1,1,1,DALLAS,204398487,TX,0,2,2
3,1,275,0,0,2,1,0,0,3,384.3,1,1,0.06149784,OH,1,1,0,3,3,3,6249,0,1,1,1,44140192613,1,3,12,M,M,1,1Y,52,RG,1,1,1,S,A,3,Y,A,2,1,1,M,31-05-00,1,1,1,3,2,BAY VILLAGE,204398493,OH,0,6,1
2,0,0,2,1,1,0,0,0,1,34.98,1,1,0.012112188,NY,1,1,0,3,1,2,2888,0,4,1,1,11372462342,1,1,14,U,S,1,5U,33,RG,1,1,1,A,I,4,Y,A,1,1,1,M,13-08-09,1,1,1,1,1,JACKSON HEIGHTS,204398507,NY,0,1,2
2,1,0,0,1,0,0,1,0,1,209.94,1,1,0.118209459,TX,1,1,0,2,1,4,1776,0,1,1,1,76034,1,2,13,M,M,1,5N,60,RG,1,1,1,S,A,2,Y,L,1,1,1,M,29-08-12,1,1,1,1,1,COLLEYVILLE,204398511,TX,0,2,2
10,0,0,10,4,0,3,0,0,7,1815.98,1,1,0.402121346,NJ,1,1,0,11,1,1,4516,0,3,1,1,7701,1,1,5,U,S,1,5N,57,RG,1,1,1,S,A,4,Y,I,1,1,1,F,27-02-05,1,1,1,1,1,RED BANK,204398516,NJ,0,1,2
1,0,118,0,0,1,0,0,0,1,119,1,1,0.027687296,PA,1,1,0,1,1,4,4298,0,1,1,1,18966470085,1,1,11,M,M,1,5N,59,RG,1,1,1,S,A,4,,F,1,1,1,M,03-10-05,1,1,1,1,1,SOUTHAMPTON,204398530,PA,0,3,1
2,1,0,1,0,0,0,0,0,2,800.44,1,1,0.415597092,IA,1,1,0,2,1,2,1926,0,3,1,1,52245,1,1,6,M,M,1,1Y,44,RG,1,2,1,S,A,2,Y,I,2,2,2,F,01-04-12,1,1,1,1,1,IOWA CITY,204398541,IA,0,4,2
8,0,0,0,0,0,1,3,3,10,2086.301,1,1,0.357856089,IA,1,1,0,10,1,2,5830,0,2,1,1,52563851058,1,10,11,U,M,1,1Y,43,RG,1,1,1,S,A,5,N,F,1,1,1,M,24-07-01,1,1,1,1,1,HEDRICK,204398543,IA,0,1,2
19,1,9706,1,1,0,2,4,6,18,4879.84,1,1,2.207073722,SC,1,2,0,19,1,2,2211,0,1,1,1,29414,1,18,5,M,M,1,5N,58,PC,1,1,1,S,A,4,Y,F,2,2,1,M,21-06-11,1,1,1,2,1,CHARLESTON,204398571,SC,0,5,4
2,0,1632,3,0,0,1,1,0,4,628.19,1,1,0.18171536,NY,1,1,0,4,1,1,3457,2,9,1,1,11414177115,1,1,27,U,S,1,5N,65,RG,1,1,1,A,E,3,Y,E,1,1,1,M,22-01-08,1,1,1,1,1,HOWARD BEACH,204398576,NY,0,1,3
6,0,424,7,1,1,3,1,1,6,1029.87,1,1,0.555485437,PA,1,1,0,7,1,5,1854,0,3,1,1,18902,1,0,11,Y,M,1,5U,50,RG,1,1,1,S,A,3,N,H,1,1,1,M,12-06-12,1,1,1,1,1,DOYLESTOWN,204398586,PA,0,1,1
0,0,0,0,0,0,0,0,0,1,617.08,2,1,0.100929015,GA,1,2,0,1,5,4,6114,1,9,1,3,303274853,4,1,17,M,M,1,5N,67,RG,1,1,1,S,A,2,Y,A,2,3,2,M,13-10-00,1,1,2,2,2,ATLANTA,204398588,GA,0,4,2
0,0,604,3,1,0,1,0,0,2,815.51,1,1,0.421888257,NY,1,1,0,3,1,2,1933,2,8,1,1,11249,1,0,34,Y,U,1,5U,21,RG,1,1,1,A,I,1,Y,E,1,1,1,M,25-03-12,1,1,1,1,1,BROOKLYN,204398591,NY,0,1,1
